Year,Make,Model,FCCid,Frequency,Modulation,Exploit,ExploitSource,Chipset
2010,Dodge,Caravan,IYZ-C01C,433.92,ASK/FSK,,,
2010,Dodge,Challenger,IYZ-C01C,433.92,ASK/FSK,,,
2010,Dodge,Charger,IYZ-C01C,433.92,ASK/FSK,,,
2010,Dodge,Grand Caravan,IYZ-C01C,433.92,ASK/FSK,,,
2010,Dodge,Journey,IYZ-C01C,433.92,ASK/FSK,,,
2010,Dodge,Nitro,OHT692427AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2010,Dodge,Ram,IYZ-C01C,433.92,ASK/FSK,,,
2010,Ford,Econoline,CWTWB1U331,314.5/315.5,ASK,,,
2010,Ford,Edge,CWTWB1U793,315,ASK,,,
2010,Ford,Edge,OUCD6000022,315,ASK,,,
2010,Ford,Escape,CWTWB1U793,315,ASK,,,
2010,Ford,Escape,OUCD6000022,315,ASK,,,
2010,Ford,Expedition,CWTWB1U331,314.5/315.5,ASK,,,
2010,Ford,Expedition,CWTWB1U793,315,ASK,,,
2010,Ford,Expedition,OUCD6000022,315,ASK,,,
2010,Ford,Explorer,CWTWB1U331,314.5/315.5,ASK,,,
2010,Ford,Explorer,CWTWB1U793,315,ASK,,,
2010,Ford,Explorer,OUCD6000022,315,ASK,,,
2010,Ford,F150,CWTWB1U331,314.5/315.5,ASK,,,
2010,Ford,Five Hundred,CWTWB1U793,315,ASK,,,
2010,Ford,Flex,CWTWB1U793,315,ASK,,,
2010,Ford,Flex,OUCD6000022,315,ASK,,,
2010,Ford,Focus,CWTWB1U331,314.5/315.5,ASK,,,
2010,Ford,Focus,OUCD6000022,315,ASK,,,
2010,Ford,Fusion,CWTWB1U793,315,ASK,,,
2010,Ford,Fusion,OUCD6000022,315,ASK,,,
2010,Ford,Mustang,CWTWB1U793,315,ASK,,,
2010,Ford,Mustang,OUCD6000022,315,ASK,,,
2010,Ford,Taurus,CWTWB1U793,315,ASK,,,
2010,Ford,Taurus,M3N5WY8406,315,ASK/FSK,,,
2010,Ford,Taurus,OUCD6000022,315,ASK,,,
2010,Ford,Tribute,OUCD6000022,315,ASK,,,
2010,GMC,Acadia,OUC60270 / OUC60221,315,ASK,,,
2010,GMC,Savana,OUC60270 / OUC60221,315,ASK,,,
2010,GMC,Sierra,OUC60270 / OUC60221,315,ASK,,,
2010,GMC,Yukon,OUC60270 / OUC60221,315,ASK,,,
2010,Honda,Accord Crosstour,MLBHLIK-1T,313.85,FSK,,,
2010,Honda,Accord Sedan,KR55WK49308,313.85,FSK,,,
2010,Honda,Civic,N5F-S0084A,313.85,FSK,,,
2010,Honda,CR-V,MLBHLIK-1T,313.85,FSK,,,
2010,Honda,Element,OUCG8D-344H-A,313,FSK,,,
2010,Honda,FIT,MLBHLIK-1T,313.85,FSK,,,
2010,Honda,Insight,MLBHLIK-1T,313.85,FSK,,,
2010,Honda,Odyssey,OUCG8D-380H-A,313.85,FSK,,,
2010,Honda,Odyssey,OUCG8D-399H-A,313.85,FSK,,,
2010,Honda,Pilot,KR55WK49308,313.85,FSK,,,
2010,Honda,Ridgeline,OUCG8D-380H-A,313.85,FSK,,,
2010,Hyundai,Genesis,SY5HMFNA04,315,FSK,,,
2010,Hyundai,Veracruz,SY5SVISMKFNA04,315,FSK,,,
2010,Infiniti,EX35,KR55WK49622,315,FSK,,,
2010,Infiniti,FX35,KR55WK49622,315,FSK,,,
2010,Infiniti,FX50,KR55WK49622,315,FSK,,,
2010,Infiniti,G37,KR55WK48903,315,ASK,,,
2010,Infiniti,M35,CWTWBU618,315,FSK,,,
2010,Infiniti,M35,CWTWBU735,315,FSK,,,
2010,Infiniti,M45,CWTWBU618,315,FSK,,,
2010,Infiniti,M45,CWTWBU735,315,FSK,,,
2010,Infiniti,QX56,CWTWBU624,315,FSK,,,
2010,Jeep,Compass,OHT692713AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2010,Jeep,Liberty,OHT692427AA / OHT692713AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2010,Jeep,Patriot,OHT692713AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2010,Jeep,Wrangler,OHT692713AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2010,Kia,Borrego,SY5HMFNA04,315,FSK,,,
2010,Kia,Forte,PINHA-T008,315,FSK,,,
2010,Kia,Forte,SY5HMFNA04,315,FSK,,,
2010,Kia,Optima,SY5HMFNA04,315,FSK,,,
2010,Kia,Soul,NYOSEKSAM11ATX,315,FSK,,,
2010,Lexus,ES350,HYQ14AAB,314.35,ASK,,,
2010,Lexus,GS350,HYQ14AAB,314.35,ASK,,,
2010,Lexus,GS450h,HYQ14AAB,314.35,ASK,,,
2010,Lexus,GS460,HYQ14AAB,314.35,ASK,,,
2010,Lexus,HS250,HYQ14ACX,314.35,FSK,,,
2010,Lexus,IS250,HYQ14AAB,314.35,ASK,,,
2010,Lexus,IS250,HYQ14AEM,314.35,ASK,,,
2010,Lexus,IS350,HYQ14AAB,314.35,ASK,,,
2010,Lexus,IS350,HYQ14AEM,314.35,ASK,,,
2010,Lexus,ISC,HYQ14AAB,314.35,ASK,,,
2010,Lexus,LS460,HYQ14ACX,314.35,FSK,,,
2010,Lexus,LS600h,HYQ14ACX,314.35,FSK,,,
2010,Lexus,RX350,HYQ14ACX,314.35,FSK,,,
2010,Lexus,RX450h,HYQ14ACX,314.35,FSK,,,
2010,Lincoln,MKS,M3N5WY8406,315,ASK/FSK,,,
2010,Lincoln,MKT,M3N5WY8406,315,ASK/FSK,,,
2010,Mazda,3,BGBX1T478SKE125-01,315,FSK,,,
2010,Mazda,3 Speed,WAZX1T768SKE11A03,315,FSK,,,
2010,Mazda,3,WAZX1T768SKE11A03,315,FSK,,,
2010,Mazda,5,BGBX1T478SKE125-01,315,FSK,,,
2010,Mazda,6,BGBX1T478SKE125-01,315,FSK,,,
2010,Mazda,6,KR55WK49383,315,FSK,,,
2010,Mazda,CX-7,BGBX1T478SKE125-01,315,FSK,,,
2010,Mazda,CX-7,WAZX1T763SKE11A04,315,FSK,,,
2010,Mazda,CX-9,BGBX1T478SKE125-01,315,FSK,,,
2010,Mazda,CX-9,WAZX1T763SKE11A04,315,FSK,,,
2010,Mazda,MX-5 Miata,BGBX1T478SKE125-01,315,FSK,,,
2010,Mazda,Speed 3,BGBX1T478SKE125-01,315,FSK,,,
2010,Mitsubishi,Lancer,OUC644M-KEY-N,315,FSK,,,
2010,Mitsubishi,Outlander,OUC644M-KEY-N,315,FSK,,,
2010,Mitsubishi,Outlander Sport,OUC644M-KEY-N,315,FSK,,,
2010,Nissan,370Z,KR55WK49622,315,FSK,,,
2010,Nissan,Altima,KR55WK48903,315,ASK,,,
2010,Nissan,Armada,CWTWB1U821,315,ASK,,,
2010,Nissan,Armada,CWTWBU624,315,FSK,,,
2010,Nissan,Cube,CWTWB1U825 / CWTWB1U773,noRecord,XXX,,,
2010,Nissan,Frontier,CWTWB1U821,315,ASK,,,
2010,Nissan,Maxima,KR55WK48903,315,ASK,,,
2010,Nissan,Murano,KR55WK49622,315,FSK,,,
2010,Nissan,Pathfinder,CWTWB1U821,315,ASK,,,
2010,Nissan,Pathfinder,CWTWBU729,315,FSK,,,
2010,Nissan,Rogue,CWTWBU729,315,FSK,,,
2010,Nissan,Sentra,CWTWB1U751,315,ASK,Possible Rollback 2 Strict 8 seconds. Compatible? with CWTWB1U815,,
2010,Nissan,Sentra,CWTWB1U821,315,ASK,,,
2010,Nissan,Sentra,CWTWBU735,315,FSK,,,
2010,Nissan,Sentra,KBRASTU15,315,ASK,,,
2010,Nissan,Titan,CWTWB1U821,315,ASK,,,
2010,Nissan,Versa,CWTWB1U821,315,ASK,,,
2010,Nissan,Versa,CWTWBU729,315,FSK,,,
2010,Nissan,X-Terra,CWTWB1U821,315,ASK,,,
2010,Scion,tC,MOZB41TG,312.5,ASK,,,
2010,Scion,xD,MOZB41TG,312.5,ASK,,,
2010,Subaru,Legacy,CWTWBU766,433.92,ASK,,,
2010,Subaru,Outback,CWTWBU766,433.92,ASK,,,
2010,Subaru,Tribeca,CWTWBU766,433.92,ASK,,,
2010,Toyota,4Runner,HYQ12BBY,314.35,ASK,,,
2010,Toyota,4Runner,HYQ14AAB,314.35,ASK,,,
2010,Toyota,4Runner,HYQ14ACX,314.35,FSK,,,
2010,Toyota,Avalon,GQ4-29T,315,ASK,,,
2010,Toyota,Avalon,HYQ14AAB,314.35,ASK,,,
2010,Toyota,Camry,HYQ12BBY,314.35,ASK,,,
2010,Toyota,Camry,HYQ14AAB,314.35,ASK,,,
2010,Toyota,Corolla,GQ4-29T,315,ASK,,,
2010,Toyota,Corolla,HYQ12BBY,314.35,ASK,,,
2010,Toyota,Corolla,HYQ14AAB,314.35,ASK,,,
2010,Toyota,Highlander,GQ43VT20T,315,ASK,,,
2010,Toyota,Highlander,HYQ14AAB,314.35,ASK,,,
2010,Toyota,Matrix,GQ4-29T,315,ASK,,,
2010,Toyota,Prius,HYQ14ACX,314.35,FSK,,,
2010,Toyota,RAV4,HYQ12BBY,314.35,ASK,,,
2010,Toyota,RAV4,HYQ14AAB,314.35,ASK,,,
2010,Toyota,Sequoia,GQ43VT20T,315,ASK,,,
2010,Toyota,Sienna,GQ43VT20T,315,ASK,,,
2010,Toyota,Tacoma,GQ43VT20T,315,ASK,,,
2010,Toyota,Tundra,GQ43VT20T,315,ASK,,,
2010,Toyota,Venza,GQ4-29T,315,ASK,,,
2010,Toyota,Venza,HYQ14ACX,314.35,FSK,,,
2010,Toyota,Yaris,HYQ12BBY,314.35,ASK,,,
2010,Toyota,Yaris,MOZB41TG,312.5,ASK,,,
2011,Acura,RL,ACJ8D8E24A04,311.9,FSK,,,
2011,Acura,TL,M3N5WY8145,313.85,FSK,,,
2011,Buick,Allure,OHT01060512,315,ASK,,,
2011,Buick,Enclave,OUC60270 / OUC60221,315,ASK,,,
2011,Buick,LaCrosse,OHT01060512,315,ASK,,,
2011,Buick,Lucerne,OUC60270 / OUC60221,315,ASK,,,
2011,Buick,Regal,OHT01060512,315,ASK,,,
2011,Cadillac,CTS,M3N5WY7777A,315,ASK/FSK,,,
2011,Cadillac,CTS,OUC6000066 / OUC6000223,315,ASK,,,
2011,Cadillac,DTS,M3N5WY7777A,315,ASK/FSK,,,
2011,Cadillac,DTS,OUC6000066 / OUC6000223,315,ASK,,,
2011,Cadillac,Escalade,OUC6000223,315,ASK,,,
2011,Cadillac,Escalade,OUC60270 / OUC60221,315,ASK,,,
2011,Cadillac,SRX,NBG009768T,314.9,ASK,,,
2011,Cadillac,STS,M3N5WY7777A,315,ASK/FSK,,,
2011,Chevrolet,Avalanche,OUC60270 / OUC60221,315,ASK,,,
2011,Chevrolet,Camaro,OHT01060512,315,ASK,,,
2011,Chevrolet,Captiva Sport,OUC60270 / OUC60221,315,ASK,,,
2011,Chevrolet,Cobalt,KOBGT04A,315,ASK,,,
2011,Chevrolet,Corvette,M3N5WY7777A,315,ASK/FSK,,,
2011,Chevrolet,Cruze,OHT01060512,315,ASK,,,
2011,Chevrolet,Equinox,OHT01060512,315,ASK,,,
2011,Chevrolet,Express,OUC60270 / OUC60221,315,ASK,,,
2011,Chevrolet,HHR,KOBGT04A,315,ASK,,,
2011,Chevrolet,Impala,OUC60270 / OUC60221,315,ASK,,,
2011,Chevrolet,Malibu,KOBGT04A,315,ASK,,,
2011,Chevrolet,Monte Carlo,OUC60270 / OUC60221,315,ASK,,,
2011,Chevrolet,Savana,OUC60270 / OUC60221,315,ASK,,,
2011,Chevrolet,Silverado,OUC60270 / OUC60221,315,ASK,,,
2011,Chevrolet,Suburban,OUC60270 / OUC60221,315,ASK,,,
2011,Chevrolet,Tahoe,OUC60270 / OUC60221,315,ASK,,,
2011,Chevrolet,Traverse,OUC60270 / OUC60221,315,ASK,,,
2011,Chevrolet,Volt,OHT05918179,315,ASK,,,
2011,Chrysler,200,OHT692427AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2011,Chrysler,300,M3N-40821302,433.92,ASK,,,
2011,Chrysler,Sebring,OHT692427AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2011,Chrysler,Town & Country,IYZ-C01C,433.92,ASK/FSK,,,
2011,Dodge,Avenger,OHT692427AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2011,Dodge,Caliber,OHT692427AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2011,Dodge,Caravan,IYZ-C01C,433.92,ASK/FSK,,,
2011,Dodge,Challenger,IYZ-C01C,433.92,ASK/FSK,,,
2011,Dodge,Charger,IYZ-C01C,433.92,ASK/FSK,,,
2011,Dodge,Charger,M3N-40821302,433.92,ASK,,,
2011,Dodge,Durango,IYZ-C01C,433.92,ASK/FSK,,,
2011,Dodge,Grand Caravan,IYZ-C01C,433.92,ASK/FSK,,,
2011,Dodge,Journey,M3N-40821302,433.92,ASK,,,
2011,Dodge,Nitro,OHT692427AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2011,Dodge,Ram,IYZ-C01C,433.92,ASK/FSK,,,
2011,Ford,Econoline,CWTWB1U331,314.5/315.5,ASK,,,
2011,Ford,Edge,CWTWB1U793,315,ASK,,,
2011,Ford,Escape,CWTWB1U793,315,ASK,,,
2011,Ford,Escape,OUCD6000022,315,ASK,,,
2011,Ford,Expedition,CWTWB1U331,314.5/315.5,ASK,,,
2011,Ford,Expedition,CWTWB1U793,315,ASK,,,
2011,Ford,Expedition,OUCD6000022,315,ASK,,,
2011,Ford,Explorer,CWTWB1U793,315,ASK,,,
2011,Ford,Explorer,M3N5WY8609,315,ASK/FSK,,,
2011,Ford,F150,CWTWB1U793,315,ASK,,,
2011,Ford,F250,CWTWB1U793,315,ASK,,,
2011,Ford,F350,CWTWB1U793,315,ASK,,,
2011,Ford,F450,CWTWB1U793,315,ASK,,,
2011,Ford,F550,CWTWB1U793,315,ASK,,,
2011,Ford,Fiesta,KR55WK47899,315,ASK,,,
2011,Ford,Fiesta,KR55WK48801,433.589/434.251,FSK,,,
2011,Ford,Five Hundred,CWTWB1U793,315,ASK,,,
2011,Ford,Flex,CWTWB1U793,315,ASK,,,
2011,Ford,Flex,OUCD6000022,315,ASK,,,
2011,Ford,Focus,CWTWB1U793,315,ASK,,,
2011,Ford,Focus,OUCD6000022,315,ASK,,,
2011,Ford,Fusion,CWTWB1U793,315,ASK,,,
2011,Ford,Fusion,OUCD6000022,315,ASK,,,
2011,Ford,Mustang,CWTWB1U793,315,ASK,,,
2011,Ford,Mustang,OUCD6000022,315,ASK,,,
2011,Ford,Taurus,CWTWB1U793,315,ASK,,,
2011,Ford,Taurus,M3N5WY8406,315,ASK/FSK,,,
2011,Ford,Taurus,OUCD6000022,315,ASK,,,
2011,Ford,Tribute,OUCD6000022,315,ASK,,,
2011,GMC,Acadia,OUC60270 / OUC60221,315,ASK,,,
2011,GMC,Savana,OUC60270 / OUC60221,315,ASK,,,
2011,GMC,Sierra,OUC60270 / OUC60221,315,ASK,,,
2011,GMC,Yukon,OUC60270 / OUC60221,315,ASK,,,
2011,Honda,Accord Crosstour,MLBHLIK-1T,313.85,FSK,,,
2011,Honda,Accord Sedan,KR55WK49308,313.85,FSK,,,
2011,Honda,Civic,N5F-S0084A,313.85,FSK,,,
2011,Honda,CR-V,MLBHLIK-1T,313.85,FSK,,,
2011,Honda,CR-Z,MLBHLIK-1T,313.85,FSK,,,
2011,Honda,Element,OUCG8D-344H-A,313,FSK,,,
2011,Honda,FIT,MLBHLIK-1T,313.85,FSK,,,
2011,Honda,Insight,MLBHLIK-1T,313.85,FSK,,,
2011,Honda,Odyssey,N5F-A04TAA,313.85,FSK,,,
2011,Honda,Odyssey,N5F-S0084A,313.85,FSK,,,
2011,Honda,Pilot,KR55WK49308,313.85,FSK,,,
2011,Honda,Ridgeline,OUCG8D-380H-A,313.85,FSK,,,
2011,Hyundai,Azera,SY5HMFNA04,315,FSK,,,
2011,Hyundai,Genesis,SY5HMFNA04,315,FSK,,,
2011,Hyundai,Sonata,OSLOKA-950T,313.85,FSK,,,
2011,Hyundai,Sonata,SY5HMFNA04,315,FSK,,,
2011,Hyundai,Veloster,SY5HMFNA04,315,FSK,,,
2011,Hyundai,Veracruz,SY5SVISMKFNA04,315,FSK,,,
2011,Infiniti,EX35,KR55WK49622,315,FSK,,,
2011,Infiniti,FX35,KR55WK49622,315,FSK,,,
2011,Infiniti,FX50,KR55WK49622,315,FSK,,,
2011,Infiniti,G25,KR55WK48903,315,ASK,,,
2011,Infiniti,G37,KR55WK48903,315,ASK,,,
2011,Infiniti,M37,CWTWB1U787,433.92,FSK,,,
2011,Infiniti,M56,CWTWB1U787,433.92,FSK,,,
2011,Infiniti,QX56,CWTWB1U787,433.92,FSK,,,
2011,Jeep,Compass,OHT692713AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2011,Jeep,Grand Cherokee,IYZ-C01C,433.92,ASK/FSK,,,
2011,Jeep,Liberty,OHT692427AA / OHT692713AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2011,Jeep,Patriot,OHT692713AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2011,Jeep,Wrangler,OHT692713AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2011,Kia,Borrego,SY5HMFNA04,315,FSK,,,
2011,Kia,Forte,PINHA-T008,315,FSK,,,
2011,Kia,Forte,SY5HMFNA04,315,FSK,,,
2011,Kia,Optima,SY5HMFNA04,315,FSK,,,
2011,Kia,Rio,SY5HMFNA04,315,FSK,,,
2011,Kia,Sorento,SY5HMFNA04,315,FSK,,,
2011,Kia,Soul,NYOSEKSAM11ATX,315,FSK,,,
2011,Kia,Soul,SY5HMFNA04,315,FSK,,,
2011,Kia,Sportage,NYOSEKSAM11ATX,315,FSK,,,
2011,Kia,Sportage,SY5HMFNA04,315,FSK,,,
2011,Lexus,CT200h,HYQ14ACX,314.35,FSK,,,
2011,Lexus,ES350,HYQ14AAB,314.35,ASK,,,
2011,Lexus,ES350,HYQ14AEM,314.35,ASK,,,
2011,Lexus,GS350,HYQ14AAB,314.35,ASK,,,
2011,Lexus,GS450h,HYQ14AAB,314.35,ASK,,,
2011,Lexus,GS460,HYQ14AAB,314.35,ASK,,,
2011,Lexus,HS250,HYQ14ACX,314.35,FSK,,,
2011,Lexus,IS250,HYQ14AAB,314.35,ASK,,,
2011,Lexus,IS250,HYQ14AEM,314.35,ASK,,,
2011,Lexus,IS350,HYQ14AAB,314.35,ASK,,,
2011,Lexus,IS350,HYQ14AEM,314.35,ASK,,,
2011,Lexus,ISC,HYQ14AAB,314.35,ASK,,,
2011,Lexus,LS460,HYQ14ACX,314.35,FSK,,,
2011,Lexus,LS600h,HYQ14ACX,314.35,FSK,,,
2011,Lexus,RX350,HYQ14ACX,314.35,FSK,,,
2011,Lexus,RX450h,HYQ14ACX,314.35,FSK,,,
2011,Lincoln,MKS,M3N5WY8406,315,ASK/FSK,,,
2011,Lincoln,MKT,M3N5WY8406,315,ASK/FSK,,,
2011,Lincoln,MKX,M3N5WY8609,315,ASK/FSK,,,
2011,Mazda,2,BGBX1T478SKE125-01,315,FSK,,,
2011,Mazda,3,BGBX1T478SKE125-01,315,FSK,,,
2011,Mazda,3 Speed,WAZX1T768SKE11A03,315,FSK,,,
2011,Mazda,3,WAZX1T768SKE11A03,315,FSK,,,
2011,Mazda,5,BGBX1T478SKE125-01,315,FSK,,,
2011,Mazda,6,BGBX1T478SKE125-01,315,FSK,,,
2011,Mazda,6,KR55WK49383,315,FSK,,,
2011,Mazda,CX-7,BGBX1T478SKE125-01,315,FSK,,,
2011,Mazda,CX-7,WAZX1T763SKE11A04,315,FSK,,,
2011,Mazda,CX-9,BGBX1T478SKE125-01,315,FSK,,,
2011,Mazda,CX-9,WAZX1T763SKE11A04,315,FSK,,,
2011,Mazda,MX-5 Miata,BGBX1T478SKE125-01,315,FSK,,,
2011,Mazda,Speed 3,BGBX1T478SKE125-01,315,FSK,,,
2011,Mitsubishi,Lancer,OUC644M-KEY-N,315,FSK,,,
2011,Mitsubishi,Outlander,OUC644M-KEY-N,315,FSK,,,
2011,Mitsubishi,Outlander Sport,OUC644M-KEY-N,315,FSK,,,
2011,Nissan,370Z,KR55WK49622,315,FSK,,,
2011,Nissan,Altima,KR55WK48903,315,ASK,,,
2011,Nissan,Armada,CWTWB1U821,315,ASK,,,
2011,Nissan,Armada,CWTWBU624,315,FSK,,,
2011,Nissan,Cube,CWTWB1U808,314.975,FSK,,,
2011,Nissan,Frontier,CWTWB1U821,315,ASK,,,
2011,Nissan,Juke,CWTWB1U808,314.975,FSK,,,
2011,Nissan,Leaf,CWTWB1U808,314.975,FSK,,,
2011,Nissan,Maxima,KR55WK48903,315,ASK,,,
2011,Nissan,Murano,KR55WK49622,315,FSK,,,
2011,Nissan,NV,CWTWB1U821,315,ASK,,,
2011,Nissan,Pathfinder,CWTWB1U821,315,ASK,,,
2011,Nissan,Pathfinder,CWTWBU729,315,FSK,,,
2011,Nissan,Quest,CWTWB1U789,314.975,FSK,,,
2011,Nissan,Quest,CWTWB1U808,314.975,FSK,,,
2011,Nissan,Quest,CWTWB1U818,314.975,FSK,,,
2011,Nissan,Rogue,CWTWBU729,315,FSK,,,
2011,Nissan,Sentra,CWTWB1U751,315,ASK,Possible Rollback 2 Strict 8 seconds. Compatible? with CWTWB1U815,,
2011,Nissan,Sentra,CWTWB1U821,315,ASK,,,
2011,Nissan,Sentra,CWTWBU735,315,FSK,,,
2011,Nissan,Sentra,KBRASTU15,315,ASK,,,
2011,Nissan,Titan,CWTWB1U821,315,ASK,,,
2011,Nissan,Versa,CWTWB1U821,315,ASK,,,
2011,Nissan,Versa,CWTWBU729,315,FSK,,,
2011,Nissan,X-Terra,CWTWB1U821,315,ASK,,,
2011,Scion,iQ,MOZB41TG,312.5,ASK,,,
2011,Scion,tC,MOZB41TG,312.5,ASK,,,
2011,Scion,xD,MOZB41TG,312.5,ASK,,,
2011,Subaru,Forester,CWTWB1U819,315,ASK,,,
2011,Subaru,Impreza,CWTWB1U819,315,ASK,,,
2011,Subaru,Legacy,CWTWB1U811,315,ASK,,,
2011,Subaru,Legacy,CWTWBU766,433.92,ASK,,,
2011,Subaru,Outback,CWTWB1U811,315,ASK,,,
2011,Subaru,Outback,CWTWBU766,433.92,ASK,,,
2011,Subaru,WRX,CWTWB1U819,315,ASK,,,
2011,Toyota,4Runner,HYQ12BBY,314.35,ASK,,,
2011,Toyota,4Runner,HYQ14AAB,314.35,ASK,,,
2011,Toyota,4Runner,HYQ14ACX,314.35,FSK,,,
2011,Toyota,Avalon,GQ4-29T,315,ASK,,,
2011,Toyota,Avalon,HYQ14AAB,314.35,ASK,,,
2011,Toyota,Camry,HYQ12BBY,314.35,ASK,,,
2011,Toyota,Camry,HYQ14AAB,314.35,ASK,,,
2011,Toyota,Corolla,GQ4-29T,315,ASK,,,
2011,Toyota,Corolla,HYQ14AAB,314.35,ASK,,,
2011,Toyota,Highlander,GQ43VT20T,315,ASK,,,
2011,Toyota,Highlander,HYQ14AAB,314.35,ASK,,,
2011,Toyota,Matrix,GQ4-29T,315,ASK,,,
2011,Toyota,Prius,HYQ14ACX,314.35,FSK,,,
2011,Toyota,RAV4,HYQ12BBY,314.35,ASK,,,
2011,Toyota,RAV4,HYQ14AAB,314.35,ASK,,,
2011,Toyota,Sequoia,GQ43VT20T,315,ASK,,,
2011,Toyota,Sienna,GQ43VT20T,315,ASK,,,
2011,Toyota,Sienna,HYQ14ADR,314.35,FSK,,,
2011,Toyota,Tacoma,GQ43VT20T,315,ASK,,,
2011,Toyota,Tundra,GQ43VT20T,315,ASK,,,
2011,Toyota,Venza,GQ4-29T,315,ASK,,,
2011,Toyota,Venza,HYQ14ACX,314.35,FSK,,,
2011,Toyota,Yaris,HYQ12BBY,314.35,ASK,,,
2011,Toyota,Yaris,MOZB41TG,312.5,ASK,,,
2012,Acura,RL,ACJ8D8E24A04,311.9,FSK,,,
2012,Acura,TL,M3N5WY8145,313.85,FSK,,,
2012,Buick,Allure,OHT01060512,315,ASK,,,
2012,Buick,Enclave,OUC60270 / OUC60221,315,ASK,,,
2012,Buick,LaCrosse,OHT01060512,315,ASK,,,
2012,Buick,Regal,OHT01060512,315,ASK,,,
2012,Buick,Verano,OHT01060512,315,ASK,,,
2012,Cadillac,CTS,M3N5WY7777A,315,ASK/FSK,,,
2012,Cadillac,CTS,OUC6000066 / OUC6000223,315,ASK,,,
2012,Cadillac,Escalade,OUC6000223,315,ASK,,,
2012,Cadillac,Escalade,OUC60270 / OUC60221,315,ASK,,,
2012,Cadillac,SRX,NBG009768T,314.9,ASK,,,
2012,Chevrolet,Avalanche,OUC60270 / OUC60221,315,ASK,,,
2012,Chevrolet,Camaro,OHT01060512,315,ASK,,,
2012,Chevrolet,Captiva Sport,OUC60270 / OUC60221,315,ASK,,,
2012,Chevrolet,Cobalt,KOBGT04A,315,ASK,,,
2012,Chevrolet,Corvette,M3N5WY7777A,315,ASK/FSK,,,
2012,Chevrolet,Cruze,OHT01060512,315,ASK,,,
2012,Chevrolet,Equinox,OHT01060512,315,ASK,,,
2012,Chevrolet,Express,OUC60270 / OUC60221,315,ASK,,,
2012,Chevrolet,Impala,OUC60270 / OUC60221,315,ASK,,,
2012,Chevrolet,Malibu,KOBGT04A,315,ASK,,,
2012,Chevrolet,Monte Carlo,OUC60270 / OUC60221,315,ASK,,,
2012,Chevrolet,Savana,OUC60270 / OUC60221,315,ASK,,,
2012,Chevrolet,Silverado,OUC60270 / OUC60221,315,ASK,,,
2012,Chevrolet,Sonic,OHT01060512,315,ASK,,,
2012,Chevrolet,Suburban,OUC60270 / OUC60221,315,ASK,,,
2012,Chevrolet,Tahoe,OUC60270 / OUC60221,315,ASK,,,
2012,Chevrolet,Traverse,OUC60270 / OUC60221,315,ASK,,,
2012,Chevrolet,Volt,OHT05918179,315,ASK,,,
2012,Chrysler,200,OHT692427AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2012,Chrysler,300,M3N-40821302,433.92,ASK,,,
2012,Chrysler,Sebring,OHT692427AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2012,Chrysler,Town & Country,IYZ-C01C,433.92,ASK/FSK,,,
2012,Dodge,Avenger,OHT692427AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2012,Dodge,Caliber,OHT692427AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2012,Dodge,Caravan,IYZ-C01C,433.92,ASK/FSK,,,
